usage_start_date,cloud_provider,billing_account_id,environment,region,service_name,usage_type,usage_quantity,unblended_cost,currency,resource_id,line_item_description,tag_cost_center
2025-12-04,AWS,ACT-5568,Prod,us-east-1,Databricks,Serverless-SQL-DBU,43.5039,19.58,USD,aws-databricks-prod-001,Charge for Databricks Serverless-SQL-DBU in us-east-1,FIN-OPS
2025-12-04,AWS,ACT-3337,Prod,eu-west-1,EC2,RunInstances,54.1271,24.36,USD,aws-ec2-prod-001,Charge for EC2 RunInstances in eu-west-1,FIN-OPS
2025-12-04,AWS,ACT-7600,Prod,eu-west-1,EC2,EBS:VolumeUsage,62.3045,28.04,USD,aws-ec2-prod-001,Charge for EC2 EBS:VolumeUsage in eu-west-1,FIN-OPS
2025-12-04,AWS,ACT-7685,Prod,eu-west-1,EC2,DataTransfer-Out,27.0998,12.19,USD,aws-ec2-prod-001,Charge for EC2 DataTransfer-Out in eu-west-1,FIN-OPS
2025-12-04,AWS,ACT-7377,Prod,eu-west-1,S3,StandardStorage,35.52,15.98,USD,aws-s3-prod-001,Charge for S3 StandardStorage in eu-west-1,FIN-OPS
2025-12-04,AWS,ACT-9244,Prod,eu-west-1,S3,Select-Storage,74.4418,33.5,USD,aws-s3-prod-001,Charge for S3 Select-Storage in eu-west-1,FIN-OPS
2025-12-04,AWS,ACT-1544,Prod,eu-west-1,S3,DataTransfer-Out,49.8125,22.42,USD,aws-s3-prod-001,Charge for S3 DataTransfer-Out in eu-west-1,FIN-OPS
2025-12-04,AWS,ACT-1516,Prod,eu-west-1,RDS,db.m5.large,66.4524,29.9,USD,aws-rds-prod-001,Charge for RDS db.m5.large in eu-west-1,FIN-OPS
2025-12-04,AWS,ACT-1789,Prod,eu-west-1,RDS,StorageUsage,80.4894,36.22,USD,aws-rds-prod-001,Charge for RDS StorageUsage in eu-west-1,FIN-OPS
2025-12-04,AWS,ACT-4577,Prod,eu-west-1,Lambda,Lambda-GB-Second,89.9764,40.49,USD,aws-lambda-prod-001,Charge for Lambda Lambda-GB-Second in eu-west-1,FIN-OPS
2025-12-04,AWS,ACT-1307,Prod,eu-west-1,Lambda,Requests,39.1324,17.61,USD,aws-lambda-prod-001,Charge for Lambda Requests in eu-west-1,FIN-OPS
2025-12-04,AWS,ACT-5061,Prod,eu-west-1,Databricks,Premium-Worker-DBU,45.9562,20.68,USD,aws-databricks-prod-001,Charge for Databricks Premium-Worker-DBU in eu-west-1,FIN-OPS
2025-12-04,AWS,ACT-3940,Prod,eu-west-1,Databricks,Serverless-SQL-DBU,21.8755,9.84,USD,aws-databricks-prod-001,Charge for Databricks Serverless-SQL-DBU in eu-west-1,FIN-OPS
2025-12-04,AWS,ACT-5935,Prod,ap-south-1,EC2,RunInstances,74.7348,33.63,USD,aws-ec2-prod-001,Charge for EC2 RunInstances in ap-south-1,FIN-OPS
2025-12-04,AWS,ACT-3234,Prod,ap-south-1,EC2,EBS:VolumeUsage,80.0835,36.04,USD,aws-ec2-prod-001,Charge for EC2 EBS:VolumeUsage in ap-south-1,FIN-OPS
2025-12-04,AWS,ACT-5561,Prod,ap-south-1,EC2,DataTransfer-Out,49.0546,22.07,USD,aws-ec2-prod-001,Charge for EC2 DataTransfer-Out in ap-south-1,FIN-OPS
2025-12-04,AWS,ACT-2672,Prod,ap-south-1,S3,StandardStorage,38.4015,17.28,USD,aws-s3-prod-001,Charge for S3 StandardStorage in ap-south-1,FIN-OPS
2025-12-04,AWS,ACT-1923,Prod,ap-south-1,S3,Select-Storage,70.9702,31.94,USD,aws-s3-prod-001,Charge for S3 Select-Storage in ap-south-1,FIN-OPS
2025-12-04,AWS,ACT-4888,Prod,ap-south-1,S3,DataTransfer-Out,40.6529,18.29,USD,aws-s3-prod-001,Charge for S3 DataTransfer-Out in ap-south-1,FIN-OPS
2025-12-04,AWS,ACT-2581,Prod,ap-south-1,RDS,db.m5.large,23.5322,10.59,USD,aws-rds-prod-001,Charge for RDS db.m5.large in ap-south-1,FIN-OPS
2025-12-04,AWS,ACT-7990,Prod,ap-south-1,RDS,StorageUsage,68.0787,30.64,USD,aws-rds-prod-001,Charge for RDS StorageUsage in ap-south-1,FIN-OPS
2025-12-04,AWS,ACT-8026,Prod,ap-south-1,Lambda,Lambda-GB-Second,45.6453,20.54,USD,aws-lambda-prod-001,Charge for Lambda Lambda-GB-Second in ap-south-1,FIN-OPS
2025-12-04,AWS,ACT-2665,Prod,ap-south-1,Lambda,Requests,80.2995,36.13,USD,aws-lambda-prod-001,Charge for Lambda Requests in ap-south-1,FIN-OPS
2025-12-04,AWS,ACT-5547,Prod,ap-south-1,Databricks,Premium-Worker-DBU,95.1357,42.81,USD,aws-databricks-prod-001,Charge for Databricks Premium-Worker-DBU in ap-south-1,FIN-OPS
2025-12-04,AWS,ACT-6782,Prod,ap-south-1,Databricks,Serverless-SQL-DBU,54.9919,24.75,USD,aws-databricks-prod-001,Charge for Databricks Serverless-SQL-DBU in ap-south-1,FIN-OPS
2025-12-04,AWS,ACT-7915,Staging,us-east-1,EC2,RunInstances,31.4408,4.72,USD,aws-ec2-staging-001,Charge for EC2 RunInstances in us-east-1,ENG-RD
2025-12-04,AWS,ACT-4701,Staging,us-east-1,EC2,EBS:VolumeUsage,42.1678,6.33,USD,aws-ec2-staging-001,Charge for EC2 EBS:VolumeUsage in us-east-1,ENG-RD
2025-12-04,AWS,ACT-7745,Staging,us-east-1,EC2,DataTransfer-Out,89.9864,13.5,USD,aws-ec2-staging-001,Charge for EC2 DataTransfer-Out in us-east-1,ENG-RD
2025-12-04,AWS,ACT-2438,Staging,us-east-1,S3,StandardStorage,66.986,10.05,USD,aws-s3-staging-001,Charge for S3 StandardStorage in us-east-1,ENG-RD
2025-12-04,AWS,ACT-6587,Staging,us-east-1,S3,Select-Storage,78.8519,11.83,USD,aws-s3-staging-001,Charge for S3 Select-Storage in us-east-1,ENG-RD
2025-12-04,AWS,ACT-2738,Staging,us-east-1,S3,DataTransfer-Out,20.4049,3.06,USD,aws-s3-staging-001,Charge for S3 DataTransfer-Out in us-east-1,ENG-RD
2025-12-04,AWS,ACT-6445,Staging,us-east-1,RDS,db.m5.large,50.8608,7.63,USD,aws-rds-staging-001,Charge for RDS db.m5.large in us-east-1,ENG-RD
2025-12-04,AWS,ACT-3004,Staging,us-east-1,RDS,StorageUsage,55.2688,8.29,USD,aws-rds-staging-001,Charge for RDS StorageUsage in us-east-1,ENG-RD
2025-12-04,AWS,ACT-8733,Staging,us-east-1,Lambda,Lambda-GB-Second,64.0919,9.61,USD,aws-lambda-staging-001,Charge for Lambda Lambda-GB-Second in us-east-1,ENG-RD
2025-12-04,AWS,ACT-6284,Staging,us-east-1,Lambda,Requests,27.6108,4.14,USD,aws-lambda-staging-001,Charge for Lambda Requests in us-east-1,ENG-RD
2025-12-04,AWS,ACT-2709,Staging,us-east-1,Databricks,Premium-Worker-DBU,82.6417,12.4,USD,aws-databricks-staging-001,Charge for Databricks Premium-Worker-DBU in us-east-1,ENG-RD
2025-12-04,AWS,ACT-7716,Staging,us-east-1,Databricks,Serverless-SQL-DBU,78.783,11.82,USD,aws-databricks-staging-001,Charge for Databricks Serverless-SQL-DBU in us-east-1,ENG-RD
2025-12-04,AWS,ACT-2416,Staging,eu-west-1,EC2,RunInstances,55.2289,8.28,USD,aws-ec2-staging-001,Charge for EC2 RunInstances in eu-west-1,ENG-RD
2025-12-04,AWS,ACT-4479,Staging,eu-west-1,EC2,EBS:VolumeUsage,11.1183,1.67,USD,aws-ec2-staging-001,Charge for EC2 EBS:VolumeUsage in eu-west-1,ENG-RD
2025-12-04,AWS,ACT-3476,Staging,eu-west-1,EC2,DataTransfer-Out,20.0602,3.01,USD,aws-ec2-staging-001,Charge for EC2 DataTransfer-Out in eu-west-1,ENG-RD
2025-12-04,AWS,ACT-2915,Staging,eu-west-1,S3,StandardStorage,62.355,9.35,USD,aws-s3-staging-001,Charge for S3 StandardStorage in eu-west-1,ENG-RD
2025-12-04,AWS,ACT-7931,Staging,eu-west-1,S3,Select-Storage,33.2515,4.99,USD,aws-s3-staging-001,Charge for S3 Select-Storage in eu-west-1,ENG-RD
2025-12-04,AWS,ACT-2262,Staging,eu-west-1,S3,DataTransfer-Out,52.8804,7.93,USD,aws-s3-staging-001,Charge for S3 DataTransfer-Out in eu-west-1,ENG-RD
2025-12-04,AWS,ACT-9518,Staging,eu-west-1,RDS,db.m5.large,52.2861,7.84,USD,aws-rds-staging-001,Charge for RDS db.m5.large in eu-west-1,ENG-RD
2025-12-04,AWS,ACT-7742,Staging,eu-west-1,RDS,StorageUsage,37.6862,5.65,USD,aws-rds-staging-001,Charge for RDS StorageUsage in eu-west-1,ENG-RD
2025-12-04,AWS,ACT-9232,Staging,eu-west-1,Lambda,Lambda-GB-Second,79.0649,11.86,USD,aws-lambda-staging-001,Charge for Lambda Lambda-GB-Second in eu-west-1,ENG-RD
2025-12-04,AWS,ACT-2041,Staging,eu-west-1,Lambda,Requests,20.3716,3.06,USD,aws-lambda-staging-001,Charge for Lambda Requests in eu-west-1,ENG-RD
2025-12-04,AWS,ACT-3740,Staging,eu-west-1,Databricks,Premium-Worker-DBU,38.1119,5.72,USD,aws-databricks-staging-001,Charge for Databricks Premium-Worker-DBU in eu-west-1,ENG-RD
2025-12-04,AWS,ACT-5434,Staging,eu-west-1,Databricks,Serverless-SQL-DBU,55.5507,8.33,USD,aws-databricks-staging-001,Charge for Databricks Serverless-SQL-DBU in eu-west-1,ENG-RD
2025-12-04,AWS,ACT-4036,Staging,ap-south-1,EC2,RunInstances,43.652,6.55,USD,aws-ec2-staging-001,Charge for EC2 RunInstances in ap-south-1,ENG-RD
2025-12-04,AWS,ACT-8859,Staging,ap-south-1,EC2,EBS:VolumeUsage,27.3986,4.11,USD,aws-ec2-staging-001,Charge for EC2 EBS:VolumeUsage in ap-south-1,ENG-RD
2025-12-04,AWS,ACT-1226,Staging,ap-south-1,EC2,DataTransfer-Out,70.2224,10.53,USD,aws-ec2-staging-001,Charge for EC2 DataTransfer-Out in ap-south-1,ENG-RD
2025-12-04,AWS,ACT-7401,Staging,ap-south-1,S3,StandardStorage,51.1245,7.67,USD,aws-s3-staging-001,Charge for S3 StandardStorage in ap-south-1,ENG-RD
2025-12-04,AWS,ACT-7452,Staging,ap-south-1,S3,Select-Storage,25.7143,3.86,USD,aws-s3-staging-001,Charge for S3 Select-Storage in ap-south-1,ENG-RD
2025-12-04,AWS,ACT-3351,Staging,ap-south-1,S3,DataTransfer-Out,77.7645,11.66,USD,aws-s3-staging-001,Charge for S3 DataTransfer-Out in ap-south-1,ENG-RD
2025-12-04,AWS,ACT-7103,Staging,ap-south-1,RDS,db.m5.large,26.6808,4.0,USD,aws-rds-staging-001,Charge for RDS db.m5.large in ap-south-1,ENG-RD
2025-12-04,AWS,ACT-2643,Staging,ap-south-1,RDS,StorageUsage,54.0348,8.11,USD,aws-rds-staging-001,Charge for RDS StorageUsage in ap-south-1,ENG-RD
2025-12-04,AWS,ACT-1227,Staging,ap-south-1,Lambda,Lambda-GB-Second,61.5258,9.23,USD,aws-lambda-staging-001,Charge for Lambda Lambda-GB-Second in ap-south-1,ENG-RD
2025-12-04,AWS,ACT-6325,Staging,ap-south-1,Lambda,Requests,12.0534,1.81,USD,aws-lambda-staging-001,Charge for Lambda Requests in ap-south-1,ENG-RD
2025-12-04,AWS,ACT-4712,Staging,ap-south-1,Databricks,Premium-Worker-DBU,23.8535,3.58,USD,aws-databricks-staging-001,Charge for Databricks Premium-Worker-DBU in ap-south-1,ENG-RD
2025-12-04,AWS,ACT-4074,Staging,ap-south-1,Databricks,Serverless-SQL-DBU,60.2402,9.04,USD,aws-databricks-staging-001,Charge for Databricks Serverless-SQL-DBU in ap-south-1,ENG-RD
2025-12-04,AWS,ACT-8934,Dev,us-east-1,EC2,RunInstances,30.3359,4.55,USD,aws-ec2-dev-001,Charge for EC2 RunInstances in us-east-1,ENG-RD
2025-12-04,AWS,ACT-3851,Dev,us-east-1,EC2,EBS:VolumeUsage,26.3496,3.95,USD,aws-ec2-dev-001,Charge for EC2 EBS:VolumeUsage in us-east-1,ENG-RD
2025-12-04,AWS,ACT-9288,Dev,us-east-1,EC2,DataTransfer-Out,58.5972,8.79,USD,aws-ec2-dev-001,Charge for EC2 DataTransfer-Out in us-east-1,ENG-RD
2025-12-04,AWS,ACT-2887,Dev,us-east-1,S3,StandardStorage,27.5494,4.13,USD,aws-s3-dev-001,Charge for S3 StandardStorage in us-east-1,ENG-RD
2025-12-04,AWS,ACT-4326,Dev,us-east-1,S3,Select-Storage,62.0039,9.3,USD,aws-s3-dev-001,Charge for S3 Select-Storage in us-east-1,ENG-RD
2025-12-04,AWS,ACT-8234,Dev,us-east-1,S3,DataTransfer-Out,64.8295,9.72,USD,aws-s3-dev-001,Charge for S3 DataTransfer-Out in us-east-1,ENG-RD
2025-12-04,AWS,ACT-7026,Dev,us-east-1,RDS,db.m5.large,43.6269,6.54,USD,aws-rds-dev-001,Charge for RDS db.m5.large in us-east-1,ENG-RD
2025-12-04,AWS,ACT-8045,Dev,us-east-1,RDS,StorageUsage,55.9588,8.39,USD,aws-rds-dev-001,Charge for RDS StorageUsage in us-east-1,ENG-RD
2025-12-04,AWS,ACT-3224,Dev,us-east-1,Lambda,Lambda-GB-Second,14.2826,2.14,USD,aws-lambda-dev-001,Charge for Lambda Lambda-GB-Second in us-east-1,ENG-RD
2025-12-04,AWS,ACT-2698,Dev,us-east-1,Lambda,Requests,23.5435,3.53,USD,aws-lambda-dev-001,Charge for Lambda Requests in us-east-1,ENG-RD
2025-12-04,AWS,ACT-1680,Dev,us-east-1,Databricks,Premium-Worker-DBU,99.5856,14.94,USD,aws-databricks-dev-001,Charge for Databricks Premium-Worker-DBU in us-east-1,ENG-RD
2025-12-04,AWS,ACT-4496,Dev,us-east-1,Databricks,Serverless-SQL-DBU,66.1395,9.92,USD,aws-databricks-dev-001,Charge for Databricks Serverless-SQL-DBU in us-east-1,ENG-RD
2025-12-04,AWS,ACT-2577,Dev,eu-west-1,EC2,RunInstances,55.007,8.25,USD,aws-ec2-dev-001,Charge for EC2 RunInstances in eu-west-1,ENG-RD
2025-12-04,AWS,ACT-3818,Dev,eu-west-1,EC2,EBS:VolumeUsage,91.5888,13.74,USD,aws-ec2-dev-001,Charge for EC2 EBS:VolumeUsage in eu-west-1,ENG-RD
2025-12-04,AWS,ACT-2644,Dev,eu-west-1,EC2,DataTransfer-Out,13.6494,2.05,USD,aws-ec2-dev-001,Charge for EC2 DataTransfer-Out in eu-west-1,ENG-RD
2025-12-04,AWS,ACT-7269,Dev,eu-west-1,S3,StandardStorage,43.5744,6.54,USD,aws-s3-dev-001,Charge for S3 StandardStorage in eu-west-1,ENG-RD
2025-12-04,AWS,ACT-8859,Dev,eu-west-1,S3,Select-Storage,23.8525,3.58,USD,aws-s3-dev-001,Charge for S3 Select-Storage in eu-west-1,ENG-RD
2025-12-04,AWS,ACT-8198,Dev,eu-west-1,S3,DataTransfer-Out,65.5858,9.84,USD,aws-s3-dev-001,Charge for S3 DataTransfer-Out in eu-west-1,ENG-RD
2025-12-04,AWS,ACT-5724,Dev,eu-west-1,RDS,db.m5.large,17.9668,2.7,USD,aws-rds-dev-001,Charge for RDS db.m5.large in eu-west-1,ENG-RD
2025-12-04,AWS,ACT-7892,Dev,eu-west-1,RDS,StorageUsage,32.8367,4.93,USD,aws-rds-dev-001,Charge for RDS StorageUsage in eu-west-1,ENG-RD
2025-12-04,AWS,ACT-6523,Dev,eu-west-1,Lambda,Lambda-GB-Second,71.6002,10.74,USD,aws-lambda-dev-001,Charge for Lambda Lambda-GB-Second in eu-west-1,ENG-RD
2025-12-04,AWS,ACT-1263,Dev,eu-west-1,Lambda,Requests,71.9451,10.79,USD,aws-lambda-dev-001,Charge for Lambda Requests in eu-west-1,ENG-RD
2025-12-04,AWS,ACT-1934,Dev,eu-west-1,Databricks,Premium-Worker-DBU,60.937,9.14,USD,aws-databricks-dev-001,Charge for Databricks Premium-Worker-DBU in eu-west-1,ENG-RD
2025-12-04,AWS,ACT-3638,Dev,eu-west-1,Databricks,Serverless-SQL-DBU,85.785,12.87,USD,aws-databricks-dev-001,Charge for Databricks Serverless-SQL-DBU in eu-west-1,ENG-RD
2025-12-04,AWS,ACT-5920,Dev,ap-south-1,EC2,RunInstances,10.1736,1.53,USD,aws-ec2-dev-001,Charge for EC2 RunInstances in ap-south-1,ENG-RD
2025-12-04,AWS,ACT-4309,Dev,ap-south-1,EC2,EBS:VolumeUsage,69.6281,10.44,USD,aws-ec2-dev-001,Charge for EC2 EBS:VolumeUsage in ap-south-1,ENG-RD
2025-12-04,AWS,ACT-4401,Dev,ap-south-1,EC2,DataTransfer-Out,20.8328,3.12,USD,aws-ec2-dev-001,Charge for EC2 DataTransfer-Out in ap-south-1,ENG-RD
2025-12-04,AWS,ACT-2502,Dev,ap-south-1,S3,StandardStorage,11.0138,1.65,USD,aws-s3-dev-001,Charge for S3 StandardStorage in ap-south-1,ENG-RD
2025-12-04,AWS,ACT-4116,Dev,ap-south-1,S3,Select-Storage,27.1439,4.07,USD,aws-s3-dev-001,Charge for S3 Select-Storage in ap-south-1,ENG-RD
2025-12-04,AWS,ACT-5238,Dev,ap-south-1,S3,DataTransfer-Out,60.3513,9.05,USD,aws-s3-dev-001,Charge for S3 DataTransfer-Out in ap-south-1,ENG-RD
2025-12-04,AWS,ACT-9847,Dev,ap-south-1,RDS,db.m5.large,10.3254,1.55,USD,aws-rds-dev-001,Charge for RDS db.m5.large in ap-south-1,ENG-RD
2025-12-04,AWS,ACT-5665,Dev,ap-south-1,RDS,StorageUsage,94.928,14.24,USD,aws-rds-dev-001,Charge for RDS StorageUsage in ap-south-1,ENG-RD
2025-12-04,AWS,ACT-4577,Dev,ap-south-1,Lambda,Lambda-GB-Second,70.6336,10.6,USD,aws-lambda-dev-001,Charge for Lambda Lambda-GB-Second in ap-south-1,ENG-RD
2025-12-04,AWS,ACT-9762,Dev,ap-south-1,Lambda,Requests,82.708,12.41,USD,aws-lambda-dev-001,Charge for Lambda Requests in ap-south-1,ENG-RD
2025-12-04,AWS,ACT-3523,Dev,ap-south-1,Databricks,Premium-Worker-DBU,98.2816,14.74,USD,aws-databricks-dev-001,Charge for Databricks Premium-Worker-DBU in ap-south-1,ENG-RD
2025-12-04,AWS,ACT-4404,Dev,ap-south-1,Databricks,Serverless-SQL-DBU,22.465,3.37,USD,aws-databricks-dev-001,Charge for Databricks Serverless-SQL-DBU in ap-south-1,ENG-RD
2025-12-04,AWS,ACT-2924,Shared-Services,us-east-1,EC2,RunInstances,74.9952,11.25,USD,aws-ec2-shared-services-001,Charge for EC2 RunInstances in us-east-1,ENG-RD
2025-12-04,AWS,ACT-4832,Shared-Services,us-east-1,EC2,EBS:VolumeUsage,81.2098,12.18,USD,aws-ec2-shared-services-001,Charge for EC2 EBS:VolumeUsage in us-east-1,ENG-RD
2025-12-04,AWS,ACT-3666,Shared-Services,us-east-1,EC2,DataTransfer-Out,86.7429,13.01,USD,aws-ec2-shared-services-001,Charge for EC2 DataTransfer-Out in us-east-1,ENG-RD
2025-12-04,AWS,ACT-5668,Shared-Services,us-east-1,S3,StandardStorage,65.5481,9.83,USD,aws-s3-shared-services-001,Charge for S3 StandardStorage in us-east-1,ENG-RD
2025-12-04,AWS,ACT-3097,Shared-Services,us-east-1,S3,Select-Storage,20.839,3.13,USD,aws-s3-shared-services-001,Charge for S3 Select-Storage in us-east-1,ENG-RD
2025-12-04,AWS,ACT-2405,Shared-Services,us-east-1,S3,DataTransfer-Out,95.124,14.27,USD,aws-s3-shared-services-001,Charge for S3 DataTransfer-Out in us-east-1,ENG-RD
2025-12-04,AWS,ACT-3274,Shared-Services,us-east-1,RDS,db.m5.large,86.1896,12.93,USD,aws-rds-shared-services-001,Charge for RDS db.m5.large in us-east-1,ENG-RD
2025-12-04,AWS,ACT-7336,Shared-Services,us-east-1,RDS,StorageUsage,67.5709,10.14,USD,aws-rds-shared-services-001,Charge for RDS StorageUsage in us-east-1,ENG-RD
2025-12-04,AWS,ACT-5564,Shared-Services,us-east-1,Lambda,Lambda-GB-Second,71.2457,10.69,USD,aws-lambda-shared-services-001,Charge for Lambda Lambda-GB-Second in us-east-1,ENG-RD
2025-12-04,AWS,ACT-7802,Shared-Services,us-east-1,Lambda,Requests,66.265,9.94,USD,aws-lambda-shared-services-001,Charge for Lambda Requests in us-east-1,ENG-RD
2025-12-04,AWS,ACT-1336,Shared-Services,us-east-1,Databricks,Premium-Worker-DBU,11.8052,1.77,USD,aws-databricks-shared-services-001,Charge for Databricks Premium-Worker-DBU in us-east-1,ENG-RD
2025-12-04,AWS,ACT-3901,Shared-Services,us-east-1,Databricks,Serverless-SQL-DBU,29.4427,4.42,USD,aws-databricks-shared-services-001,Charge for Databricks Serverless-SQL-DBU in us-east-1,ENG-RD
2025-12-04,AWS,ACT-8404,Shared-Services,eu-west-1,EC2,RunInstances,54.1582,8.12,USD,aws-ec2-shared-services-001,Charge for EC2 RunInstances in eu-west-1,ENG-RD
2025-12-04,AWS,ACT-7159,Shared-Services,eu-west-1,EC2,EBS:VolumeUsage,97.9629,14.69,USD,aws-ec2-shared-services-001,Charge for EC2 EBS:VolumeUsage in eu-west-1,ENG-RD
2025-12-04,AWS,ACT-3096,Shared-Services,eu-west-1,EC2,DataTransfer-Out,24.3853,3.66,USD,aws-ec2-shared-services-001,Charge for EC2 DataTransfer-Out in eu-west-1,ENG-RD
2025-12-04,AWS,ACT-9326,Shared-Services,eu-west-1,S3,StandardStorage,59.1686,8.88,USD,aws-s3-shared-services-001,Charge for S3 StandardStorage in eu-west-1,ENG-RD
2025-12-04,AWS,ACT-9792,Shared-Services,eu-west-1,S3,Select-Storage,77.5057,11.63,USD,aws-s3-shared-services-001,Charge for S3 Select-Storage in eu-west-1,ENG-RD
2025-12-04,AWS,ACT-4515,Shared-Services,eu-west-1,S3,DataTransfer-Out,88.2955,13.24,USD,aws-s3-shared-services-001,Charge for S3 DataTransfer-Out in eu-west-1,ENG-RD
2025-12-04,AWS,ACT-2212,Shared-Services,eu-west-1,RDS,db.m5.large,42.3948,6.36,USD,aws-rds-shared-services-001,Charge for RDS db.m5.large in eu-west-1,ENG-RD
2025-12-04,AWS,ACT-6949,Shared-Services,eu-west-1,RDS,StorageUsage,71.0343,10.66,USD,aws-rds-shared-services-001,Charge for RDS StorageUsage in eu-west-1,ENG-RD
2025-12-04,AWS,ACT-7716,Shared-Services,eu-west-1,Lambda,Lambda-GB-Second,51.8596,7.78,USD,aws-lambda-shared-services-001,Charge for Lambda Lambda-GB-Second in eu-west-1,ENG-RD
2025-12-04,AWS,ACT-7902,Shared-Services,eu-west-1,Lambda,Requests,23.0718,3.46,USD,aws-lambda-shared-services-001,Charge for Lambda Requests in eu-west-1,ENG-RD
2025-12-04,AWS,ACT-2482,Shared-Services,eu-west-1,Databricks,Premium-Worker-DBU,19.6821,2.95,USD,aws-databricks-shared-services-001,Charge for Databricks Premium-Worker-DBU in eu-west-1,ENG-RD
2025-12-04,AWS,ACT-9235,Shared-Services,eu-west-1,Databricks,Serverless-SQL-DBU,64.2462,9.64,USD,aws-databricks-shared-services-001,Charge for Databricks Serverless-SQL-DBU in eu-west-1,ENG-RD
2025-12-04,AWS,ACT-6221,Shared-Services,ap-south-1,EC2,RunInstances,33.4359,5.02,USD,aws-ec2-shared-services-001,Charge for EC2 RunInstances in ap-south-1,ENG-RD
2025-12-04,AWS,ACT-4729,Shared-Services,ap-south-1,EC2,EBS:VolumeUsage,21.7172,3.26,USD,aws-ec2-shared-services-001,Charge for EC2 EBS:VolumeUsage in ap-south-1,ENG-RD
2025-12-04,AWS,ACT-7943,Shared-Services,ap-south-1,EC2,DataTransfer-Out,20.3029,3.05,USD,aws-ec2-shared-services-001,Charge for EC2 DataTransfer-Out in ap-south-1,ENG-RD
2025-12-04,AWS,ACT-5498,Shared-Services,ap-south-1,S3,StandardStorage,82.1299,12.32,USD,aws-s3-shared-services-001,Charge for S3 StandardStorage in ap-south-1,ENG-RD
2025-12-04,AWS,ACT-6460,Shared-Services,ap-south-1,S3,Select-Storage,26.5528,3.98,USD,aws-s3-shared-services-001,Charge for S3 Select-Storage in ap-south-1,ENG-RD
2025-12-04,AWS,ACT-5387,Shared-Services,ap-south-1,S3,DataTransfer-Out,25.5022,3.83,USD,aws-s3-shared-services-001,Charge for S3 DataTransfer-Out in ap-south-1,ENG-RD
2025-12-04,AWS,ACT-1556,Shared-Services,ap-south-1,RDS,db.m5.large,43.3165,6.5,USD,aws-rds-shared-services-001,Charge for RDS db.m5.large in ap-south-1,ENG-RD
2025-12-04,AWS,ACT-1676,Shared-Services,ap-south-1,RDS,StorageUsage,23.1084,3.47,USD,aws-rds-shared-services-001,Charge for RDS StorageUsage in ap-south-1,ENG-RD
2025-12-04,AWS,ACT-8680,Shared-Services,ap-south-1,Lambda,Lambda-GB-Second,30.952,4.64,USD,aws-lambda-shared-services-001,Charge for Lambda Lambda-GB-Second in ap-south-1,ENG-RD
2025-12-04,AWS,ACT-6238,Shared-Services,ap-south-1,Lambda,Requests,39.2708,5.89,USD,aws-lambda-shared-services-001,Charge for Lambda Requests in ap-south-1,ENG-RD
2025-12-04,AWS,ACT-2508,Shared-Services,ap-south-1,Databricks,Premium-Worker-DBU,30.3978,4.56,USD,aws-databricks-shared-services-001,Charge for Databricks Premium-Worker-DBU in ap-south-1,ENG-RD
2025-12-04,AWS,ACT-1766,Shared-Services,ap-south-1,Databricks,Serverless-SQL-DBU,11.6934,1.75,USD,aws-databricks-shared-services-001,Charge for Databricks Serverless-SQL-DBU in ap-south-1,ENG-RD
2025-12-04,GCP,ACT-3369,Prod,us-east-1,Compute Engine,N1-Standard-8,22.0331,9.91,USD,gcp-compute engine-prod-001,Charge for Compute Engine N1-Standard-8 in us-east-1,FIN-OPS
2025-12-04,GCP,ACT-2033,Prod,us-east-1,Compute Engine,PersistentDisk,93.501,42.08,USD,gcp-compute engine-prod-001,Charge for Compute Engine PersistentDisk in us-east-1,FIN-OPS
2025-12-04,GCP,ACT-3206,Prod,us-east-1,BigQuery,Analysis,26.9752,12.14,USD,gcp-bigquery-prod-001,Charge for BigQuery Analysis in us-east-1,FIN-OPS
2025-12-04,GCP,ACT-3743,Prod,us-east-1,BigQuery,ActiveStorage,94.8691,42.69,USD,gcp-bigquery-prod-001,Charge for BigQuery ActiveStorage in us-east-1,FIN-OPS
2025-12-04,GCP,ACT-1280,Prod,us-east-1,Cloud Storage,MultiRegional,44.7242,20.13,USD,gcp-cloud storage-prod-001,Charge for Cloud Storage MultiRegional in us-east-1,FIN-OPS
2025-12-04,GCP,ACT-8372,Prod,us-east-1,Cloud Storage,Class-A-Operations,18.3415,8.25,USD,gcp-cloud storage-prod-001,Charge for Cloud Storage Class-A-Operations in us-east-1,FIN-OPS
2025-12-04,GCP,ACT-3069,Prod,us-east-1,PubSub,MessageDelivery,45.732,20.58,USD,gcp-pubsub-prod-001,Charge for PubSub MessageDelivery in us-east-1,FIN-OPS
2025-12-04,GCP,ACT-3535,Prod,eu-west-1,Compute Engine,N1-Standard-8,55.9193,25.16,USD,gcp-compute engine-prod-001,Charge for Compute Engine N1-Standard-8 in eu-west-1,FIN-OPS
2025-12-04,GCP,ACT-5490,Prod,eu-west-1,Compute Engine,PersistentDisk,35.6976,16.06,USD,gcp-compute engine-prod-001,Charge for Compute Engine PersistentDisk in eu-west-1,FIN-OPS
2025-12-04,GCP,ACT-7297,Prod,eu-west-1,BigQuery,Analysis,23.0195,10.36,USD,gcp-bigquery-prod-001,Charge for BigQuery Analysis in eu-west-1,FIN-OPS
